"id";"title";"region";"region_id";"district";"population";"founded";"created_at";"updated_at"
"213";"Алзамай";"Иркутская область";"38";"Сибирский";"6751";"1899";"17/11/2022 16:52:54";"17/11/2022 16:52:54"
"214";"Ангарск";"Иркутская область";"38";"Сибирский";"233765";"1948";"17/11/2022 16:52:54";"17/11/2022 16:52:54"
"215";"Байкальск";"Иркутская область";"38";"Сибирский";"13589";"1961";"17/11/2022 16:52:54";"17/11/2022 16:52:54"
"216";"Бирюсинск";"Иркутская область";"38";"Сибирский";"8981";"1967";"17/11/2022 16:52:54";"17/11/2022 16:52:54"
"217";"Бодайбо";"Иркутская область";"38";"Сибирский";"15331";"1864";"17/11/2022 16:52:55";"17/11/2022 16:52:55"
"218";"Братск";"Иркутская область";"38";"Сибирский";"246348";"1631";"17/11/2022 16:52:55";"17/11/2022 16:52:55"
"219";"Вихоревка";"Иркутская область";"38";"Сибирский";"22528";"1957";"17/11/2022 16:52:55";"17/11/2022 16:52:55"
"220";"Железногорск-Илимский";"Иркутская область";"38";"Сибирский";"26134";"1948";"17/11/2022 16:52:55";"17/11/2022 16:52:55"
"221";"Зима";"Иркутская область";"38";"Сибирский";"32522";"1743";"17/11/2022 16:52:56";"17/11/2022 16:52:56"
"222";"Иркутск";"Иркутская область";"38";"Сибирский";"587225";"1661";"17/11/2022 16:52:56";"17/11/2022 16:52:56"
"223";"Киренск";"Иркутская область";"38";"Сибирский";"12652";"1630";"17/11/2022 16:52:56";"17/11/2022 16:52:56"
"224";"Нижнеудинск";"Иркутская область";"38";"Сибирский";"37056";"1648";"17/11/2022 16:52:56";"17/11/2022 16:52:56"
"225";"Саянск";"Иркутская область";"38";"Сибирский";"40786";"1970";"17/11/2022 16:52:56";"17/11/2022 16:52:56"
"226";"Свирск";"Иркутская область";"38";"Сибирский";"13649";"19 век";"17/11/2022 16:52:57";"17/11/2022 16:52:57"
"227";"Слюдянка";"Иркутская область";"38";"Сибирский";"18542";"1899";"17/11/2022 16:52:57";"17/11/2022 16:52:57"
"228";"Тайшет";"Иркутская область";"38";"Сибирский";"35481";"1897";"17/11/2022 16:52:57";"17/11/2022 16:52:57"
"229";"Тулун";"Иркутская область";"38";"Сибирский";"44603";"1735";"17/11/2022 16:52:57";"17/11/2022 16:52:57"
"230";"Усолье-Сибирское";"Иркутская область";"38";"Сибирский";"83364";"1669";"17/11/2022 16:52:58";"17/11/2022 16:52:58"
"231";"Усть-Илимск";"Иркутская область";"38";"Сибирский";"86591";"1966";"17/11/2022 16:52:58";"17/11/2022 16:52:58"
"232";"Усть-Кут";"Иркутская область";"38";"Сибирский";"45061";"1631";"17/11/2022 16:52:58";"17/11/2022 16:52:58"
"233";"Черемхово";"Иркутская область";"38";"Сибирский";"52650";"1772";"17/11/2022 16:52:58";"17/11/2022 16:52:58"
"234";"Шелехов";"Иркутская область";"38";"Сибирский";"47960";"1953";"17/11/2022 16:52:58";"17/11/2022 16:52:58"
"235";"Баксан";"Кабардино-Балкарская Республика";"7";"Северо-Кавказский";"36857";"1891";"17/11/2022 16:52:59";"17/11/2022 16:52:59"
"236";"Майский";"Кабардино-Балкарская Республика";"7";"Северо-Кавказский";"26755";"19 век";"17/11/2022 16:52:59";"17/11/2022 16:52:59"
"237";"Нальчик";"Кабардино-Балкарская Республика";"7";"Северо-Кавказский";"240095";"1724";"17/11/2022 16:52:59";"17/11/2022 16:52:59"
"238";"Нарткала";"Кабардино-Балкарская Республика";"7";"Северо-Кавказский";"31679";"1913";"17/11/2022 16:52:59";"17/11/2022 16:52:59"
"239";"Прохладный";"Кабардино-Балкарская Республика";"7";"Северо-Кавказский";"59595";"1765";"17/11/2022 16:52:59";"17/11/2022 16:52:59"
"240";"Терек";"Кабардино-Балкарская Республика";"7";"Северо-Кавказский";"19170";"1876";"17/11/2022 16:53:00";"17/11/2022 16:53:00"
"241";"Тырныауз";"Кабардино-Балкарская Республика";"7";"Северо-Кавказский";"21000";"1934";"17/11/2022 16:53:00";"17/11/2022 16:53:00"
"242";"Чегем";"Кабардино-Балкарская Республика";"7";"Северо-Кавказский";"17988";"";"17/11/2022 16:53:00";"17/11/2022 16:53:00"
"243";"Багратионовск";"Калининградская область";"39";"Северо-Западный";"6399";"1336";"17/11/2022 16:53:00";"17/11/2022 16:53:00"
"244";"Балтийск";"Калининградская область";"39";"Северо-Западный";"32670";"1626";"17/11/2022 16:53:01";"17/11/2022 16:53:01"
"245";"Гвардейск";"Калининградская область";"39";"Северо-Западный";"13888";"1255";"17/11/2022 16:53:01";"17/11/2022 16:53:01"
"246";"Гурьевск";"Калининградская область";"39";"Северо-Западный";"12433";"1262";"17/11/2022 16:53:01";"17/11/2022 16:53:01"
"247";"Гусев";"Калининградская область";"39";"Северо-Западный";"28260";"16 век";"17/11/2022 16:53:01";"17/11/2022 16:53:01"
"248";"Зеленоградск";"Калининградская область";"39";"Северо-Западный";"13015";"1252";"17/11/2022 16:53:01";"17/11/2022 16:53:01"
"249";"Калининград";"Калининградская область";"39";"Северо-Западный";"431491";"1255";"17/11/2022 16:53:02";"17/11/2022 16:53:02"
"250";"Краснознаменск";"Калининградская область";"39";"Северо-Западный";"3522";"1576";"17/11/2022 16:53:02";"17/11/2022 16:53:02"
"251";"Ладушкин";"Калининградская область";"39";"Северо-Западный";"3788";"1314";"17/11/2022 16:53:02";"17/11/2022 16:53:02"
"252";"Мамоново";"Калининградская область";"39";"Северо-Западный";"7757";"1301";"17/11/2022 16:53:02";"17/11/2022 16:53:02"
"253";"Неман";"Калининградская область";"39";"Северо-Западный";"11794";"1277";"17/11/2022 16:53:03";"17/11/2022 16:53:03"
"254";"Нестеров";"Калининградская область";"39";"Северо-Западный";"4584";"1539";"17/11/2022 16:53:03";"17/11/2022 16:53:03"
"255";"Озёрск";"Калининградская область";"39";"Северо-Западный";"4740";"1539";"17/11/2022 16:53:03";"17/11/2022 16:53:03"
"256";"Пионерский";"Калининградская область";"39";"Северо-Западный";"11017";"1254";"17/11/2022 16:53:03";"17/11/2022 16:53:03"
"257";"Полесск";"Калининградская область";"39";"Северо-Западный";"7580";"1258";"17/11/2022 16:53:03";"17/11/2022 16:53:03"
"258";"Правдинск";"Калининградская область";"39";"Северо-Западный";"4323";"1312";"17/11/2022 16:53:04";"17/11/2022 16:53:04"
"259";"Светлогорск";"Калининградская область";"39";"Северо-Западный";"10775";"1258";"17/11/2022 16:53:04";"17/11/2022 16:53:04"
"260";"Светлый";"Калининградская область";"39";"Северо-Западный";"21380";"1640";"17/11/2022 16:53:04";"17/11/2022 16:53:04"
"261";"Славск";"Калининградская область";"39";"Северо-Западный";"4614";"1292";"17/11/2022 16:53:04";"17/11/2022 16:53:04"
"262";"Советск";"Калининградская область";"39";"Северо-Западный";"41709";"1288";"17/11/2022 16:53:04";"17/11/2022 16:53:04"
"263";"Черняховск";"Калининградская область";"39";"Северо-Западный";"40464";"1336";"17/11/2022 16:53:05";"17/11/2022 16:53:05"
"264";"Приморск";"Калининградская область";"39";"Северо-Западный";"1956";"1268";"17/11/2022 16:53:05";"17/11/2022 16:53:05"
"265";"Городовиковск";"Республика Калмыкия";"8";"Южный";"9565";"1872";"17/11/2022 16:53:05";"17/11/2022 16:53:05"
"266";"Лагань";"Республика Калмыкия";"8";"Южный";"14323";"1870";"17/11/2022 16:53:05";"17/11/2022 16:53:05"
"267";"Элиста";"Республика Калмыкия";"8";"Южный";"103728";"1865";"17/11/2022 16:53:06";"17/11/2022 16:53:06"
"268";"Балабаново";"Калужская область";"40";"Центральный";"26337";"1584";"17/11/2022 16:53:06";"17/11/2022 16:53:06"
"269";"Белоусово";"Калужская область";"40";"Центральный";"8432";"1962";"17/11/2022 16:53:06";"17/11/2022 16:53:06"
"270";"Боровск";"Калужская область";"40";"Центральный";"12283";"1358";"17/11/2022 16:53:06";"17/11/2022 16:53:06"
"271";"Ермолино";"Калужская область";"40";"Центральный";"10409";"";"17/11/2022 16:53:06";"17/11/2022 16:53:06"
"272";"Жиздра";"Калужская область";"40";"Центральный";"5585";"1146";"17/11/2022 16:53:07";"17/11/2022 16:53:07"
"273";"Жуков";"Калужская область";"40";"Центральный";"12150";"17 век";"17/11/2022 16:53:07";"17/11/2022 16:53:07"
"274";"Калуга";"Калужская область";"40";"Центральный";"325185";"1371";"17/11/2022 16:53:07";"17/11/2022 16:53:07"
"275";"Киров";"Калужская область";"40";"Центральный";"31888";"1745";"17/11/2022 16:53:07";"17/11/2022 16:53:07"
"276";"Козельск";"Калужская область";"40";"Центральный";"18203";"12 век";"17/11/2022 16:53:08";"17/11/2022 16:53:08"
"277";"Кондрово";"Калужская область";"40";"Центральный";"16672";"1615";"17/11/2022 16:53:08";"17/11/2022 16:53:08"
"278";"Кремёнки";"Калужская область";"40";"Центральный";"11617";"18 век";"17/11/2022 16:53:08";"17/11/2022 16:53:08"
"279";"Людиново";"Калужская область";"40";"Центральный";"40550";"1626";"17/11/2022 16:53:08";"17/11/2022 16:53:08"
"280";"Малоярославец";"Калужская область";"40";"Центральный";"30401";"1402";"17/11/2022 16:53:08";"17/11/2022 16:53:08"
"281";"Медынь";"Калужская область";"40";"Центральный";"8298";"1386";"17/11/2022 16:53:09";"17/11/2022 16:53:09"
"282";"Мещовск";"Калужская область";"40";"Центральный";"4101";"1238";"17/11/2022 16:53:09";"17/11/2022 16:53:09"
"283";"Мосальск";"Калужская область";"40";"Центральный";"4285";"1231";"17/11/2022 16:53:09";"17/11/2022 16:53:09"
"284";"Обнинск";"Калужская область";"40";"Центральный";"104798";"1946";"17/11/2022 16:53:09";"17/11/2022 16:53:09"
"285";"Сосенский";"Калужская область";"40";"Центральный";"12394";"1952";"17/11/2022 16:53:09";"17/11/2022 16:53:09"
"286";"Спас-Деменск";"Калужская область";"40";"Центральный";"4904";"1446";"17/11/2022 16:53:10";"17/11/2022 16:53:10"
"287";"Сухиничи";"Калужская область";"40";"Центральный";"16295";"18 век";"17/11/2022 16:53:10";"17/11/2022 16:53:10"
"288";"Таруса";"Калужская область";"40";"Центральный";"9656";"1246";"17/11/2022 16:53:10";"17/11/2022 16:53:10"
"289";"Юхнов";"Калужская область";"40";"Центральный";"7056";"1410";"17/11/2022 16:53:10";"17/11/2022 16:53:10"
"290";"Вилючинск";"Камчатский край";"41";"Дальневосточный";"22905";"1968";"17/11/2022 16:53:11";"17/11/2022 16:53:11"
